train,val
TCGA-50-6595,C3N-01892
C3N-02434,TCGA-60-2719
TCGA-60-2722,TCGA-34-2605
TCGA-34-5236,C3N-01194
TCGA-34-5234,TCGA-92-8064
TCGA-50-6590,TCGA-60-2715
TCGA-34-2609,TCGA-34-7107
C3N-02284,C3N-02289
TCGA-34-5231,TCGA-50-5049
TCGA-50-8459,TCGA-50-5942
C3N-00199,TCGA-60-2723
C3N-02339,C3N-00294
TCGA-50-5066,TCGA-50-6594
TCGA-92-8063,C3N-02288
TCGA-50-8460,TCGA-60-2711
TCGA-50-5941,TCGA-92-7341
TCGA-34-5232,TCGA-38-6178
TCGA-38-4626,TCGA-38-4629
C3N-00497,
TCGA-38-4628,
TCGA-J2-A4AD,
TCGA-60-2710,
TCGA-60-2716,
TCGA-50-5051,
TCGA-60-2726,
TCGA-50-5072,
C3N-01846,
C3N-03424,
TCGA-50-5045,
TCGA-60-2725,
TCGA-50-6592,
C3N-01893,
C3N-00293,
TCGA-50-5936,
TCGA-34-A5IX,
C3N-00737,
TCGA-60-2712,
TCGA-J2-8192,
TCGA-92-7340,
TCGA-34-5928,
TCGA-J2-A4AG,
TCGA-J1-A4AH,
TCGA-J2-A4AE,
C3N-00247,
TCGA-50-6673,
C3N-00959,
TCGA-60-2695,
TCGA-38-4625,
C3N-04162,
TCGA-38-A44F,
TCGA-60-2721,
C3N-03486,
TCGA-51-6867,
C3N-03425,
TCGA-34-8454,
TCGA-51-4079,
TCGA-50-6593,
C3N-02285,
TCGA-50-5044,
TCGA-34-8455,
TCGA-50-6591,
TCGA-51-4080,
C3N-01799,
TCGA-34-5239,
TCGA-34-5241,
TCGA-92-8065,
TCGA-50-5946,
C3N-02283,
C3N-02300,
TCGA-34-5240,
C3L-01000,
TCGA-60-2724,
